sectie	sch	obj	klasse	rol	rechten
FUNC	public	schrijf_ai_interactie(p_vraag text, p_antwoord text, p_bronnen jsonb, p_modus text, p_model text, p_retrieval_meta jsonb, p_retrieval_meta_inhoud jsonb, p_gesprek_audit_id uuid, p_inhoud_hmac text, p_hmac_schema_versie smallint, p_hmac_sleutel_versie smallint)	function	service_role	EXECUTE
FUNC	public	stuurinfo_balans_opslaan(p_periode text, p_peildatum date, p_bron text, p_invoer_bron text, p_activa jsonb, p_passiva jsonb, p_reserves jsonb, p_financieringsgraad numeric)	function	anon	-
FUNC	public	stuurinfo_balans_opslaan(p_periode text, p_peildatum date, p_bron text, p_invoer_bron text, p_activa jsonb, p_passiva jsonb, p_reserves jsonb, p_financieringsgraad numeric)	function	authenticated	EXECUTE
FUNC	public	stuurinfo_balans_opslaan(p_periode text, p_peildatum date, p_bron text, p_invoer_bron text, p_activa jsonb, p_passiva jsonb, p_reserves jsonb, p_financieringsgraad numeric)	function	service_role	EXECUTE
FUNC	public	stuurinfo_operationeel_opslaan(p_periode text, p_invoer_bron text, p_mutaties jsonb, p_norm numeric, p_band_onder numeric, p_band_boven numeric, p_kosten_realisatie jsonb, p_kosten_begroot jsonb)	function	anon	-
FUNC	public	stuurinfo_operationeel_opslaan(p_periode text, p_invoer_bron text, p_mutaties jsonb, p_norm numeric, p_band_onder numeric, p_band_boven numeric, p_kosten_realisatie jsonb, p_kosten_begroot jsonb)	function	authenticated	EXECUTE
FUNC	public	stuurinfo_operationeel_opslaan(p_periode text, p_invoer_bron text, p_mutaties jsonb, p_norm numeric, p_band_onder numeric, p_band_boven numeric, p_kosten_realisatie jsonb, p_kosten_begroot jsonb)	function	service_role	EXECUTE
FUNC	public	stuurinfo_premie_opslaan(p_periode text, p_invoer_bron text, p_componenten_eur jsonb, p_componenten_pct jsonb, p_comp_mutaties jsonb, p_toekenning numeric, p_startomvang numeric, p_ondergrens_pct numeric)	function	anon	-
FUNC	public	stuurinfo_premie_opslaan(p_periode text, p_invoer_bron text, p_componenten_eur jsonb, p_componenten_pct jsonb, p_comp_mutaties jsonb, p_toekenning numeric, p_startomvang numeric, p_ondergrens_pct numeric)	function	authenticated	EXECUTE
FUNC	public	stuurinfo_premie_opslaan(p_periode text, p_invoer_bron text, p_componenten_eur jsonb, p_componenten_pct jsonb, p_comp_mutaties jsonb, p_toekenning numeric, p_startomvang numeric, p_ondergrens_pct numeric)	function	service_role	EXECUTE
FUNC	public	stuurinfo_soli_opslaan(p_periode text, p_invoer_bron text, p_vulling jsonb, p_uitdeling numeric, p_ondergrens numeric, p_bovengrens numeric)	function	anon	-
FUNC	public	stuurinfo_soli_opslaan(p_periode text, p_invoer_bron text, p_vulling jsonb, p_uitdeling numeric, p_ondergrens numeric, p_bovengrens numeric)	function	authenticated	EXECUTE
FUNC	public	stuurinfo_soli_opslaan(p_periode text, p_invoer_bron text, p_vulling jsonb, p_uitdeling numeric, p_ondergrens numeric, p_bovengrens numeric)	function	service_role	EXECUTE
FUNC	public	verwijder_gesprek(p_gesprek_id uuid, p_request_id uuid)	function	anon	-
FUNC	public	verwijder_gesprek(p_gesprek_id uuid, p_request_id uuid)	function	authenticated	EXECUTE
FUNC	public	verwijder_gesprek(p_gesprek_id uuid, p_request_id uuid)	function	service_role	EXECUTE
FUNC	public	zoek_chunks(p_query text, p_limit integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	anon	-
FUNC	public	zoek_chunks(p_query text, p_limit integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	authenticated	EXECUTE
FUNC	public	zoek_chunks(p_query text, p_limit integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	service_role	EXECUTE
FUNC	public	zoek_chunks_hybride(p_query text, p_embedding vector, p_limit integer, p_kandidaten integer, p_k integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	anon	-
FUNC	public	zoek_chunks_hybride(p_query text, p_embedding vector, p_limit integer, p_kandidaten integer, p_k integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	authenticated	EXECUTE
FUNC	public	zoek_chunks_hybride(p_query text, p_embedding vector, p_limit integer, p_kandidaten integer, p_k integer, p_document_ids uuid[], p_bronstatus text[], p_documentstatus text[], p_procesinstantie_ids uuid[], p_modus text, p_peildatum date, p_bronsoort text[], p_fonds_id uuid)	function	service_role	EXECUTE
FUNC	storage	allow_any_operation(expected_operations text[])	function	anon	EXECUTE
FUNC	storage	allow_any_operation(expected_operations text[])	function	authenticated	EXECUTE
FUNC	storage	allow_any_operation(expected_operations text[])	function	service_role	EXECUTE
FUNC	storage	allow_only_operation(expected_operation text)	function	anon	EXECUTE
FUNC	storage	allow_only_operation(expected_operation text)	function	authenticated	EXECUTE
FUNC	storage	allow_only_operation(expected_operation text)	function	service_role	EXECUTE
FUNC	storage	can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)	function	anon	EXECUTE
FUNC	storage	can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)	function	authenticated	EXECUTE
FUNC	storage	can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)	function	service_role	EXECUTE
FUNC	storage	enforce_bucket_name_length()	function	anon	EXECUTE
FUNC	storage	enforce_bucket_name_length()	function	authenticated	EXECUTE
FUNC	storage	enforce_bucket_name_length()	function	service_role	EXECUTE
FUNC	storage	extension(name text)	function	anon	EXECUTE
FUNC	storage	extension(name text)	function	authenticated	EXECUTE
FUNC	storage	extension(name text)	function	service_role	EXECUTE
FUNC	storage	filename(name text)	function	anon	EXECUTE
FUNC	storage	filename(name text)	function	authenticated	EXECUTE
FUNC	storage	filename(name text)	function	service_role	EXECUTE
FUNC	storage	foldername(name text)	function	anon	EXECUTE
FUNC	storage	foldername(name text)	function	authenticated	EXECUTE
FUNC	storage	foldername(name text)	function	service_role	EXECUTE
FUNC	storage	get_common_prefix(p_key text, p_prefix text, p_delimiter text)	function	anon	EXECUTE
FUNC	storage	get_common_prefix(p_key text, p_prefix text, p_delimiter text)	function	authenticated	EXECUTE
FUNC	storage	get_common_prefix(p_key text, p_prefix text, p_delimiter text)	function	service_role	EXECUTE
FUNC	storage	get_size_by_bucket()	function	anon	EXECUTE
FUNC	storage	get_size_by_bucket()	function	authenticated	EXECUTE
FUNC	storage	get_size_by_bucket()	function	service_role	EXECUTE
FUNC	storage	list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)	function	anon	EXECUTE
FUNC	storage	list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)	function	authenticated	EXECUTE
FUNC	storage	list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)	function	service_role	EXECUTE
FUNC	storage	list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)	function	anon	EXECUTE
FUNC	storage	list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)	function	authenticated	EXECUTE
FUNC	storage	list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)	function	service_role	EXECUTE
FUNC	storage	operation()	function	anon	EXECUTE
FUNC	storage	operation()	function	authenticated	EXECUTE
FUNC	storage	operation()	function	service_role	EXECUTE
FUNC	storage	protect_delete()	function	anon	EXECUTE
FUNC	storage	protect_delete()	function	authenticated	EXECUTE
FUNC	storage	protect_delete()	function	service_role	EXECUTE
FUNC	storage	search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)	function	anon	EXECUTE
FUNC	storage	search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)	function	authenticated	EXECUTE
FUNC	storage	search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)	function	service_role	EXECUTE
FUNC	storage	search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)	function	anon	EXECUTE
FUNC	storage	search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)	function	authenticated	EXECUTE
FUNC	storage	search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)	function	service_role	EXECUTE
FUNC	storage	search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)	function	anon	EXECUTE
FUNC	storage	search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)	function	authenticated	EXECUTE
FUNC	storage	search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)	function	service_role	EXECUTE
FUNC	storage	update_updated_at_column()	function	anon	EXECUTE
FUNC	storage	update_updated_at_column()	function	authenticated	EXECUTE
FUNC	storage	update_updated_at_column()	function	service_role	EXECUTE
FUNC	public	fn_assert_gebonden_feit(p_fonds_id uuid, p_procedure_id uuid, p_sleutel text, p_verwacht_type text)	function	anon	-
FUNC	public	fn_assert_gebonden_feit(p_fonds_id uuid, p_procedure_id uuid, p_sleutel text, p_verwacht_type text)	function	authenticated	-
FUNC	public	fn_assert_gebonden_feit(p_fonds_id uuid, p_procedure_id uuid, p_sleutel text, p_verwacht_type text)	function	service_role	EXECUTE
FUNC	public	fn_log_gebonden_feit_mutatie(p_procedure_id uuid, p_brontabel text, p_bron_id uuid, p_oude_sleutel text, p_nieuwe_sleutel text)	function	anon	-
FUNC	public	fn_log_gebonden_feit_mutatie(p_procedure_id uuid, p_brontabel text, p_bron_id uuid, p_oude_sleutel text, p_nieuwe_sleutel text)	function	authenticated	-
FUNC	public	fn_log_gebonden_feit_mutatie(p_procedure_id uuid, p_brontabel text, p_bron_id uuid, p_oude_sleutel text, p_nieuwe_sleutel text)	function	service_role	EXECUTE
FUNC	public	fn_validate_risk_binding()	function	anon	-
FUNC	public	fn_validate_risk_binding()	function	authenticated	-
FUNC	public	fn_validate_risk_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_risk_binding()	function	anon	-
FUNC	public	fn_audit_risk_binding()	function	authenticated	-
FUNC	public	fn_audit_risk_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_assumption_binding()	function	anon	-
FUNC	public	fn_validate_assumption_binding()	function	authenticated	-
FUNC	public	fn_validate_assumption_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_assumption_binding()	function	anon	-
FUNC	public	fn_audit_assumption_binding()	function	authenticated	-
FUNC	public	fn_audit_assumption_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_kpi_binding()	function	anon	-
FUNC	public	fn_validate_kpi_binding()	function	authenticated	-
FUNC	public	fn_validate_kpi_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_kpi_binding()	function	anon	-
FUNC	public	fn_audit_kpi_binding()	function	authenticated	-
FUNC	public	fn_audit_kpi_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_evaluation_binding()	function	anon	-
FUNC	public	fn_validate_evaluation_binding()	function	authenticated	-
FUNC	public	fn_validate_evaluation_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_evaluation_binding()	function	anon	-
FUNC	public	fn_audit_evaluation_binding()	function	authenticated	-
FUNC	public	fn_audit_evaluation_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_aivalidation_binding()	function	anon	-
FUNC	public	fn_validate_aivalidation_binding()	function	authenticated	-
FUNC	public	fn_validate_aivalidation_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_aivalidation_binding()	function	anon	-
FUNC	public	fn_audit_aivalidation_binding()	function	authenticated	-
FUNC	public	fn_audit_aivalidation_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_approval_binding()	function	anon	-
FUNC	public	fn_validate_approval_binding()	function	authenticated	-
FUNC	public	fn_validate_approval_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_approval_binding()	function	anon	-
FUNC	public	fn_audit_approval_binding()	function	authenticated	-
FUNC	public	fn_audit_approval_binding()	function	service_role	EXECUTE
FUNC	public	fn_validate_vaststelling_binding()	function	anon	-
FUNC	public	fn_validate_vaststelling_binding()	function	authenticated	-
FUNC	public	fn_validate_vaststelling_binding()	function	service_role	EXECUTE
FUNC	public	fn_audit_vaststelling_binding()	function	anon	-
FUNC	public	fn_audit_vaststelling_binding()	function	authenticated	-
FUNC	public	fn_audit_vaststelling_binding()	function	service_role	EXECUTE
FUNC	public	fn_assert_feit_ontgrendeld(p_decision_id uuid)	function	anon	-
FUNC	public	fn_assert_feit_ontgrendeld(p_decision_id uuid)	function	authenticated	-
FUNC	public	fn_assert_feit_ontgrendeld(p_decision_id uuid)	function	service_role	EXECUTE
FUNC	public	fn_guard_decision_scoped_i1()	function	anon	-
FUNC	public	fn_guard_decision_scoped_i1()	function	authenticated	-
FUNC	public	fn_guard_decision_scoped_i1()	function	service_role	EXECUTE
FUNC	public	fn_guard_procedure_scoped_i1()	function	anon	-
FUNC	public	fn_guard_procedure_scoped_i1()	function	authenticated	-
FUNC	public	fn_guard_procedure_scoped_i1()	function	service_role	EXECUTE
FUNC	public	fn_guard_bewijs_i1()	function	anon	-
FUNC	public	fn_guard_bewijs_i1()	function	authenticated	-
FUNC	public	fn_guard_bewijs_i1()	function	service_role	EXECUTE
REL	public	agendapunt_inbreng	table	anon	SELECT
REL	public	agendapunt_inbreng	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	agendapunt_inbreng	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	agendapunt_log	table	anon	SELECT
REL	public	agendapunt_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	agendapunt_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	agendapunten	table	anon	SELECT
REL	public	agendapunten	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	agendapunten	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	ai_actie	table	anon	-
REL	public	ai_actie	table	authenticated	-
REL	public	ai_actie	table	service_role	SELECT,INSERT,UPDATE,DELETE
REL	public	ai_config_versie	table	anon	-
REL	public	ai_config_versie	table	authenticated	-
REL	public	ai_config_versie	table	service_role	SELECT,UPDATE
REL	public	ai_heractivering_besluit	table	anon	-
REL	public	ai_heractivering_besluit	table	authenticated	-
REL	public	ai_heractivering_besluit	table	service_role	SELECT,INSERT
REL	public	ai_heractivering_verzoek	table	anon	-
REL	public	ai_heractivering_verzoek	table	authenticated	-
REL	public	ai_heractivering_verzoek	table	service_role	SELECT,INSERT
REL	public	ai_kill_switch	table	anon	-
REL	public	ai_kill_switch	table	authenticated	-
REL	public	ai_kill_switch	table	service_role	SELECT,INSERT,UPDATE
REL	public	ai_model_allowlist	table	anon	-
REL	public	ai_model_allowlist	table	authenticated	-
REL	public	ai_model_allowlist	table	service_role	SELECT,INSERT,UPDATE,DELETE
REL	public	ai_quota_config	table	anon	-
REL	public	ai_quota_config	table	authenticated	-
REL	public	ai_quota_config	table	service_role	SELECT,INSERT,UPDATE
REL	public	ai_verbruik_log	table	anon	-
REL	public	ai_verbruik_log	table	authenticated	-
REL	public	ai_verbruik_log	table	service_role	SELECT,INSERT
REL	public	app_errors	table	anon	-
REL	public	app_errors	table	authenticated	-
REL	public	app_errors	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_ai_features	table	anon	SELECT
REL	public	aqlab_ai_features	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_ai_features	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_audit_exports	table	anon	SELECT
REL	public	aqlab_audit_exports	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_audit_exports	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_findings	table	anon	SELECT
REL	public	aqlab_findings	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_findings	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_fixture_documents	table	anon	SELECT
REL	public	aqlab_fixture_documents	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_fixture_documents	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_human_reviews	table	anon	SELECT
REL	public	aqlab_human_reviews	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_human_reviews	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_log	table	anon	SELECT
REL	public	aqlab_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_model_configurations	table	anon	SELECT
REL	public	aqlab_model_configurations	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_model_configurations	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_prompt_versions	table	anon	SELECT
REL	public	aqlab_prompt_versions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_prompt_versions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_release_decisions	table	anon	SELECT
REL	public	aqlab_release_decisions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_release_decisions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_run_jobs	table	anon	SELECT
REL	public	aqlab_run_jobs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_run_jobs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_run_outputs	table	anon	SELECT
REL	public	aqlab_run_outputs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_run_outputs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_runs	table	anon	SELECT
REL	public	aqlab_runs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_runs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_scores	table	anon	SELECT
REL	public	aqlab_scores	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_scores	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_test_case_fixtures	table	anon	SELECT
REL	public	aqlab_test_case_fixtures	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_test_case_fixtures	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_test_cases	table	anon	SELECT
REL	public	aqlab_test_cases	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_test_cases	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	aqlab_test_sets	table	anon	SELECT
REL	public	aqlab_test_sets	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	aqlab_test_sets	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	bron_whitelist	table	anon	SELECT
REL	public	bron_whitelist	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	bron_whitelist	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	bron_whitelist_log	table	anon	SELECT
REL	public	bron_whitelist_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	bron_whitelist_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	catalogus_log	table	anon	SELECT
REL	public	catalogus_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	catalogus_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	classificatie_voorstellen	table	anon	SELECT
REL	public	classificatie_voorstellen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	classificatie_voorstellen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	comparison_results	table	anon	-
REL	public	comparison_results	table	authenticated	SELECT
REL	public	comparison_results	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	comparison_run	table	anon	-
REL	public	comparison_run	table	authenticated	SELECT
REL	public	comparison_run	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	concepts	table	anon	-
REL	public	concepts	table	authenticated	SELECT
REL	public	concepts	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	contact_aanvragen	table	anon	SELECT
REL	public	contact_aanvragen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	contact_aanvragen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_actions	table	anon	SELECT
REL	public	decision_actions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_actions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_ai_interactions	table	anon	SELECT
REL	public	decision_ai_interactions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_ai_interactions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_assumptions	table	anon	SELECT
REL	public	decision_assumptions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_assumptions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_audit_snapshots	table	anon	SELECT
REL	public	decision_audit_snapshots	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_audit_snapshots	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_conditions	table	anon	SELECT
REL	public	decision_conditions	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_conditions	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_dissent	table	anon	SELECT
REL	public	decision_dissent	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_dissent	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_evaluations	table	anon	SELECT
REL	public	decision_evaluations	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_evaluations	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_objects	table	anon	SELECT
REL	public	decision_objects	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_objects	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	decision_risks	table	anon	SELECT
REL	public	decision_risks	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	decision_risks	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	difference_judgements	table	anon	-
REL	public	difference_judgements	table	authenticated	SELECT,INSERT
REL	public	difference_judgements	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_agendapunten	table	anon	SELECT
REL	public	document_agendapunten	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_agendapunten	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_chunks	table	anon	SELECT
REL	public	document_chunks	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_chunks	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_inzage	table	anon	SELECT
REL	public	document_inzage	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_inzage	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_metadata_log	table	anon	SELECT
REL	public	document_metadata_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_metadata_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_metadata_review_queue	table	anon	SELECT
REL	public	document_metadata_review_queue	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_metadata_review_queue	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_procesinstanties	table	anon	SELECT
REL	public	document_procesinstanties	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_procesinstanties	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	document_processing_jobs	table	anon	SELECT
REL	public	document_processing_jobs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	document_processing_jobs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	documenten	table	anon	SELECT
REL	public	documenten	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	documenten	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	expertises	table	anon	SELECT
REL	public	expertises	table	authenticated	SELECT,INSERT,UPDATE,DELETE
