sectie	sch	obj	klasse	rol	rechten
REL	public	expertises	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	extraction_run	table	anon	-
REL	public	extraction_run	table	authenticated	SELECT
REL	public	extraction_run	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_config_log	table	anon	SELECT
REL	public	fonds_config_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_config_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_content_overrides	table	anon	SELECT
REL	public	fonds_content_overrides	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_content_overrides	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_feature_flags	table	anon	SELECT
REL	public	fonds_feature_flags	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_feature_flags	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_instellingen	table	anon	SELECT
REL	public	fonds_instellingen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_instellingen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_klantbeeld_cohort	table	anon	SELECT
REL	public	fonds_klantbeeld_cohort	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_klantbeeld_cohort	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_licentie	table	anon	-
REL	public	fonds_licentie	table	authenticated	-
REL	public	fonds_licentie	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_module_manifest	table	anon	SELECT
REL	public	fonds_module_manifest	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_module_manifest	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_stuurinfo_kpi	table	anon	SELECT
REL	public	fonds_stuurinfo_kpi	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_stuurinfo_kpi	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_stuurinfo_log	table	anon	SELECT
REL	public	fonds_stuurinfo_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_stuurinfo_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_stuurinfo_periode	table	anon	SELECT
REL	public	fonds_stuurinfo_periode	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_stuurinfo_periode	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_stuurinfo_reeks	table	anon	SELECT
REL	public	fonds_stuurinfo_reeks	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_stuurinfo_reeks	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_stuurinfo_reserve	table	anon	SELECT
REL	public	fonds_stuurinfo_reserve	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_stuurinfo_reserve	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fonds_theming	table	anon	SELECT
REL	public	fonds_theming	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fonds_theming	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	fondsen	table	anon	SELECT
REL	public	fondsen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	fondsen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	gesprek_reflectie_state	table	anon	-
REL	public	gesprek_reflectie_state	table	authenticated	SELECT
REL	public	gesprek_reflectie_state	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	gesprekken	table	anon	SELECT
REL	public	gesprekken	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	gesprekken	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_audit_grants	table	anon	-
REL	public	governance_audit_grants	table	authenticated	-
REL	public	governance_audit_grants	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_audit_inzage	table	anon	-
REL	public	governance_audit_inzage	table	authenticated	SELECT
REL	public	governance_audit_inzage	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_events	table	anon	SELECT
REL	public	governance_events	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	governance_events	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_export_log	table	anon	-
REL	public	governance_export_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	governance_export_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_log	table	anon	SELECT
REL	public	governance_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	governance_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_log_inhoud	table	anon	-
REL	public	governance_log_inhoud	table	authenticated	SELECT
REL	public	governance_log_inhoud	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	governance_redacties	table	anon	-
REL	public	governance_redacties	table	authenticated	SELECT
REL	public	governance_redacties	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	gremia	table	anon	SELECT
REL	public	gremia	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	gremia	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	kritische_focusgebieden	table	anon	SELECT
REL	public	kritische_focusgebieden	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	kritische_focusgebieden	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	notificaties	table	anon	SELECT
REL	public	notificaties	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	notificaties	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	notulen_segmenten	table	anon	SELECT
REL	public	notulen_segmenten	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	notulen_segmenten	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	organisatie_profielen	table	anon	SELECT
REL	public	organisatie_profielen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	organisatie_profielen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_capabilities	table	anon	SELECT
REL	public	platform_capabilities	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	platform_capabilities	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_event_chain_state	table	anon	-
REL	public	platform_event_chain_state	table	authenticated	-
REL	public	platform_event_chain_state	table	service_role	-
REL	public	platform_event_fork_declarations	table	anon	-
REL	public	platform_event_fork_declarations	table	authenticated	-
REL	public	platform_event_fork_declarations	table	service_role	-
REL	public	platform_event_log	table	anon	SELECT
REL	public	platform_event_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	platform_event_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_identities	table	anon	SELECT
REL	public	platform_identities	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	platform_identities	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_identity_capabilities	table	anon	SELECT
REL	public	platform_identity_capabilities	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	platform_identity_capabilities	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_signaal_config	table	anon	-
REL	public	platform_signaal_config	table	authenticated	-
REL	public	platform_signaal_config	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	platform_signal_snapshots	table	anon	-
REL	public	platform_signal_snapshots	table	authenticated	-
REL	public	platform_signal_snapshots	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_afschriften	table	anon	-
REL	public	procedure_afschriften	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_afschriften	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_besluiten	table	anon	SELECT
REL	public	procedure_besluiten	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_besluiten	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_bewijs	table	anon	SELECT
REL	public	procedure_bewijs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_bewijs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_checklist	table	anon	SELECT
REL	public	procedure_checklist	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_checklist	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_eigenaars	table	anon	SELECT
REL	public	procedure_eigenaars	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_eigenaars	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_fase_beschrijving_override	table	anon	-
REL	public	procedure_fase_beschrijving_override	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_fase_beschrijving_override	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_fase_toelichting	table	anon	-
REL	public	procedure_fase_toelichting	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_fase_toelichting	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_log	table	anon	SELECT
REL	public	procedure_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_definitie_publicatie	table	anon	-
REL	public	procedure_definitie_publicatie	table	authenticated	SELECT
REL	public	procedure_definitie_publicatie	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_vaststelling	table	anon	-
REL	public	procedure_vaststelling	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_vaststelling	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_requirement_instance	table	anon	-
REL	public	procedure_requirement_instance	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_requirement_instance	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_requirement_uitsluiting	table	anon	-
REL	public	procedure_requirement_uitsluiting	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_requirement_uitsluiting	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_requirements	table	anon	SELECT
REL	public	procedure_requirements	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_requirements	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_stappen	table	anon	SELECT
REL	public	procedure_stappen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedure_stappen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedure_template_fasen	table	anon	-
REL	public	procedure_template_fasen	table	authenticated	SELECT,INSERT,UPDATE
REL	public	procedure_template_fasen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procedures	table	anon	SELECT
REL	public	procedures	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procedures	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procesmodel_expertises	table	anon	SELECT
REL	public	procesmodel_expertises	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procesmodel_expertises	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procesmodel_focusgebieden	table	anon	SELECT
REL	public	procesmodel_focusgebieden	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procesmodel_focusgebieden	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procesmodel_gremia	table	anon	SELECT
REL	public	procesmodel_gremia	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procesmodel_gremia	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	procesmodellen	table	anon	SELECT
REL	public	procesmodellen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	procesmodellen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	profiel_expertises	table	anon	SELECT
REL	public	profiel_expertises	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	profiel_expertises	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	profiel_focusgebieden	table	anon	SELECT
REL	public	profiel_focusgebieden	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	profiel_focusgebieden	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	profiel_gremia	table	anon	SELECT
REL	public	profiel_gremia	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	profiel_gremia	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	profiel_log	table	anon	SELECT
REL	public	profiel_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	profiel_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	profielen	table	anon	SELECT
REL	public	profielen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	profielen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	rate_limit_events	table	anon	-
REL	public	rate_limit_events	table	authenticated	-
REL	public	rate_limit_events	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	reindex_runs	table	anon	SELECT
REL	public	reindex_runs	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	reindex_runs	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	risico_log	table	anon	SELECT
REL	public	risico_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	risico_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	risico_maatregelen	table	anon	SELECT
REL	public	risico_maatregelen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	risico_maatregelen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	risicos	table	anon	SELECT
REL	public	risicos	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	risicos	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	semantic_units	table	anon	-
REL	public	semantic_units	table	authenticated	SELECT
REL	public	semantic_units	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	stem_uitbrengingen	table	anon	SELECT
REL	public	stem_uitbrengingen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	stem_uitbrengingen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	stemmingen	table	anon	SELECT
REL	public	stemmingen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	stemmingen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	tenant_domains	table	anon	SELECT
REL	public	tenant_domains	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	tenant_domains	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	vergadering_log	table	anon	SELECT
REL	public	vergadering_log	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	vergadering_log	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	vergaderingen	table	anon	SELECT
REL	public	vergaderingen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	vergaderingen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	voorbereidingen	table	anon	SELECT
REL	public	voorbereidingen	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	voorbereidingen	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	vw_dossier_status	view	anon	-
REL	public	vw_dossier_status	view	authenticated	SELECT
REL	public	vw_dossier_status	view	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	vw_fondsleden	view	anon	-
REL	public	vw_fondsleden	view	authenticated	SELECT
REL	public	vw_fondsleden	view	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	vw_governance_audit	view	anon	-
REL	public	vw_governance_audit	view	authenticated	-
REL	public	vw_governance_audit	view	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	public	wettelijk_regime_per_fondstype	table	anon	-
REL	public	wettelijk_regime_per_fondstype	table	authenticated	SELECT,INSERT,UPDATE,DELETE
REL	public	wettelijk_regime_per_fondstype	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets	table	anon	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets	table	authenticated	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets_analytics	table	anon	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets_analytics	table	authenticated	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets_analytics	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	buckets_vectors	table	anon	SELECT
REL	storage	buckets_vectors	table	authenticated	SELECT
REL	storage	buckets_vectors	table	service_role	SELECT
REL	storage	iceberg_namespaces	table	anon	SELECT
REL	storage	iceberg_namespaces	table	authenticated	SELECT
REL	storage	iceberg_namespaces	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	iceberg_tables	table	anon	SELECT
REL	storage	iceberg_tables	table	authenticated	SELECT
REL	storage	iceberg_tables	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	migrations	table	anon	-
REL	storage	migrations	table	authenticated	-
REL	storage	migrations	table	service_role	-
REL	storage	objects	table	anon	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	objects	table	authenticated	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	objects	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	s3_multipart_uploads	table	anon	SELECT
REL	storage	s3_multipart_uploads	table	authenticated	SELECT
REL	storage	s3_multipart_uploads	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	s3_multipart_uploads_parts	table	anon	SELECT
REL	storage	s3_multipart_uploads_parts	table	authenticated	SELECT
REL	storage	s3_multipart_uploads_parts	table	service_role	SELECT,INSERT,UPDATE,DELETE,TRUNCATE,REFERENCES,TRIGGER,MAINTAIN
REL	storage	vector_indexes	table	anon	SELECT
REL	storage	vector_indexes	table	authenticated	SELECT
REL	storage	vector_indexes	table	service_role	SELECT
STGPOL	storage	objects :: afschriften storage lezen	policy	authenticated	SELECT
STGPOL	storage	objects :: aqlab-audit fonds-download vrijgegeven	policy	authenticated	SELECT
STGPOL	storage	objects :: documenten quarantaine schrijven	policy	authenticated	INSERT
STGPOL	storage	objects :: documenten storage lezen	policy	authenticated	SELECT
STGPOL	storage	objects :: documenten storage schrijven	policy	authenticated	INSERT
